id,datetime,neighborhood,rent,br,ba,sqft,housingType,laundry,parking,cats,dogs,furnished,title,description,link
2052,2021-06-03 20:36:00,Glen Park - San Francisco,5500,3,2.5,1500.0,house,w/d in unit,attached garage,yes,no,no,Beautiful single family home - 3bd/2.5bath - garage - 2 backyards,"Gaetani Real Estate is proud to offer 631 Chenery in the highly desirable neighborhood of Glen Park. This is a 3 bedroom/2.5 bath, single-family home with garage and 2 private backyards. Two stories. Two bedrooms & 1 full bath on the ground floor. Master bedroom on second floor with attached bathroom. Private garage. One skylight. Working fireplace in the living room. Tons of storage. Laundry room with washer & gas dryer. 2 private backyards. Central heat. 5 closets on the ground floor, 2 closets on main floor = 7 total closetsCOPY AND PASTE THE LINK BELOW FOR A VIRTUAL TOUR OF THIS AWESOME HOME:https://youtu.be/bEYmE6hAU7MFantastic neighborhood. Walking distance to restaurants, coffee shops and supermarket. Close to freeway access and BART Station.Tons of natural light into the space.Please see below for a virtual tour of this amazing home:Please call/text Aaron, to schedule a tour of the home  show contact infoTERMS:1 year leaseSecurity Deposit = 1 month + $500Available NOW!!!Tenant pays ALL utilities: Water/Sewer, Trash and PG&EPlease call/text Aaron, to schedule a tour of the home  show contact infoOnline application available - simply click the link at the bottom of pageThis unit is a rental unit subject to the San Francisco Rent Ordinance, which limits evictions with out just cause, and which states that any waiver by tenant of their rights under the rent ordinance is void as contrary to public policy.    ",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautiful-single-family/7320859769.html
2053,2021-06-03 20:36:00,Excelsior / Outer Mission,3200,2,1.0,900.0,house,laundry in bldg,attached garage,yes,yes,no,2 bds 1 ba with a Bonus Room as Home Office,"This is for the upstairs unit. Freshly painted walls to ceiling and cabinets give this 2 bedroom a modern aesthetic, but its 1927 charms shine through. With its bay windows, hardwood flooring and crown mounding which give character to an updated kitchen with modern appliances and gas stove and lots of cabinet space, all leading to a large patio deck overlooking a yard that is calling for a person who likes to garden while sheltering at home, or just relax and stare off into the fog and the meyer lemon and pine trees. There is a parking spot. We are walking distance to MUNI light rail and bus stops and close to 2 BART stations.  It is close to H Mart, Whole Foods Market, and City College. There is a bonus room downstairs that you can use it as home office, gym room, or storage room. Rent as unfurnished. Come check out your new home.Laundry and Utilities are shared with downstairs unit. There is additional hookup if you want to have your own washer and dryer. PG&E, water, and garbage collection are charged additional $95 per person per month. Non smoking. $500 per pet fee with no more than 2 pets. Credit Check and Proof of Income are required.    ",https://sfbay.craigslist.org/sfc/apa/d/daly-city-bds-ba-with-bonus-room-as/7331495421.html
2054,2021-06-03 20:35:00,Marina / Cow Hollow,4500,3,1.0,,flat,laundry in bldg,street parking,no,no,no,Top Floor Cow Hollow 3 Bedroom / 1 Bath Flat In Fabulous Location!,"Top Floor Cow Hollow 3 Bedroom / 1 Bath Flat In Fabulous Location!Located on Greenwich Street @ Scott Street, this top floor flat is ideally located near beautiful parks, the Presidio, world-class views, the Golden Gate Bridge, the Marina, and all the shopping, dining and activities that are now open on Chestnut, Fillmore and Union Streets.Amenities include:* Large south-facing sunny living room with barn doors;* Eat-in kitchen overlooking backyard;* Entire unit freshly painted inside and out, hardwood floors refinished, new stairway carpet, new refrigerator;* Three bright bedrooms with two bedrooms accommodating queen-size beds and bedroom furniture, and one bedroom accommodating a full or twin bed;* Vintage deco-style tile bathroom with bathtub/shower, pedestal sink and toilet;* Coin operated laundry in building basement;* Shared backyard for BBQ and get-togethers;Owner seeking one-year lease. No smoking property. Absolutely no Airbnb-type subrentals allowed. Pets not allowed unless as required by law.Available mid-May 2021.Please contact us for more information and showings.    ",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-top-floor-cow-hollow/7321884204.html
2056,2021-06-03 20:30:00,SOMA / South Beach,2700,1,1.0,716.0,apartment,w/d in unit,carport,yes,yes,no,AVA 55 9th #413 1 Bed / 1 Bath,"AVA is a new living space in the energy of Mid Market – where bars and clubs converge with the opera and food trucks, where sushi meets pizza and music collides with performing arts. Oh yeah, and we're just steps away from all modes of transportation including BART and the Facebook and Google shuttles. At AVA 55 Ninth, open-concept studio, 1 & 2 bedroom apartments feature urban inspired design that extends beyond your walls to social spaces to connect, chill and play. There's the Lounge that spills out onto a huge terrace with flat screens, grills, outdoor dining, work pods, and lots of comfy seating for hanging out with friends.-Bike Storage-Barbecue-Public Transportation-Package Acceptance-Washer/ Dryer-On-site Retail-Walk-in Closets-Parking-Fully-equipped kitchen-Lounge-Smoke Free-Fitness CenterCall:  show contact infoVisit www.avalon-communities.com/ava-55-ninth to learn more.Prices and availability are subject to change.    ",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-ava-55-9th-bed-bath/7325926641.html
2057,2021-06-03 20:30:00,Inner Richmond,3350,2,1.0,900.0,apartment,laundry in bldg,no parking,yes,yes,no,"Spacious, remodeled 2BR/1BA unit for rent...","Spacious, bright, living room combined with dining area.Master bedroom has French door connect to living room.Newer kitchen cabinet with granite countertop.Newer gas range.Newer bathroom.Hardwood floor throughout.Close to public transportation, Golden Gate Park.Neighborhood park located across the street.Laundry located on the ground floor.Pet okay.No smoking. For showing, contact Sam @  show contact info",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-remodeled-2br/7331494044.html
2058,2021-06-03 20:25:00,Inner Sunset / UCSF,3500,3,1.5,1200.0,apartment,laundry in bldg,attached garage,no,no,no,"$3,500.00/ 3 br -1200 sq ft -Inner Sunset - UCSF","Newer /Quiet/ Clean , 4 units  building , facing street , on 2nd floorNew appliances, brand new carpets on bedrooms and living room, new tiles in kitchen & hallway.3 bedrooms, 1.5 Bathroom,  good size kitchen,  formal dinning area,  living room ONE CAR parking included with rent,  LANDLORD PAY WATER AND GARBAGE .Close to N Judah,  shopping, restaurants, UCSF,  SF State,  Stonestown Galleria,  280 Freeway. ..Located on 16th ave, cross street Irving StreetHugh YardParking on first floor, coin-operated laundry also on first floorPlease e mail anytime for showings or text Eliza  show contact info or text Lisa  show contact info",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-br-sq-ft-inner-sunset-ucsf/7331493087.html
2059,2021-06-03 20:24:00,Alamo Square / Nopa,4500,4,1.0,,flat,w/d hookups,street parking,yes,yes,no,Open Sat@2:30 - Top Floor 4 bd Flat - Awesome Location - Bright,"1302 Hayes St @DivisaderoOpen Saturday at 2:30pm sharp.  6/5/21PLEASE: If not coming to an open house. Read all the way to the bottom of the posting to see instructions to request a viewing.VIDEO LINK: https://youtu.be/BWMsIHVQDwwTop Floor - BRIGHT4 Bedrooms - One is small with a loft set up.Big Windows - Great Location for all sorts of fun - Close to Alamo Square Park and PanhandleUpdated Kitchen and BathWood Flooring - Tile FlooringLaundry Hook Ups!PETS ARE WELCOME!Contact Jack Murray  show contact info No texts please. No calls before 11am or after 7pm - email anytime and it is preferred. (To email; it is the reply button up and to the left)Caldre#01298765Important:All viewings to be performed under best practices. Covid sign in sheet at property is required as well as face covering and social distancing.When you send in the request for a viewing please include:1. Full names and email addresses (typed out in body of message) of people intending to view.2. Desired lease start date3. Potential times to view. (please allow sufficient time to allow for scheduling)4. Your Telephone number5. The address of this unit (I have other apartments listed)***Please be aware, I am a human being and not a robot - Most likely, the appointment will need to be scheduled a day or so out as my schedule fills up. Please do as much research as you can prior to contacting me, to make sure the rental is a good fit for the efficiency of all. Thank you for understanding and I will help get you to the right home. ***Thanks for your understanding. Let's all stay safe. :-)    ",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-open-sat230-top-floor-bd/7319395179.html
2060,2021-06-03 20:24:00,Alamo Square / Nopa,5250,5,2.0,,flat,w/d hookups,street parking,no,no,no,Open Sat@3pm Top Flr - 4-5 Bedroom 2 Bath - BIG Flat!!!,"1607 McAllister Top FloorVideo Link: https://youtu.be/4lsZ0F1EIUkOpen Saturday at 3pm on 6/5/21Top Floor - Massive Size Flat!Large living space5 Bedroom use possibleTwo BathroomsLaundry hook ups in FlatDishwasher Yes! (video does not show dishwasher but one has just been installed)Shared Roof Top deck!Contact Jack Murray  show contact info No texts please. No calls before 11am or after 7pm - email anytime and it is preferred. (To email; it is the reply button up and to the left)Caldre#01298765Important:All viewings to be performed under best practices.  Covid sign in sheet at property is required as well as face covering and social distinancing.  If requesting a viewing that is not at an open house. When you send in the request for a viewing please include:1. Full names and email addresses (typed out in body of message) of people intending to view.2. Desired lease start date3. Potential times to view. (please allow sufficient time to allow for scheduling)4. Your Telephone number5. The address of this unit (I have other apartments listed)***Please be aware, I am a human being and not a robot - Most likely, the appointment will need to be scheduled a day or so out as my schedule fills up. Please do as much research as you can prior to contacting me, to make sure the rental is a good fit for the efficiency of all. Thank you for understanding and I will help get you to the right home. ***Thanks for your understanding. Let's all stay safe. :-)    ",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-open-sat3pm-top-flr/7323775156.html
2061,2021-06-03 20:22:00,Daly City,1800,1,2.0,600.0,in-law,laundry on site,attached garage,no,no,no,Bright Updated 1Bedroom 2Bathroom w/ Garage Parking,"Available now.Spacious recently updated private entrance to Lower Level Unit with one Bedroom and two bathrooms, plenty of storage space in the unit and one designated garage parking. (Unit is unfurnished)Location:- Easy access to San Francisco and Peninsula - Conveniently near Westlake Shopping Center, Serramonte, several Supermarkets, BARTCost, Utilities, Lease information:- Monthly rent: $1,800 (1 Year Lease)- Move in cost: $4,100 = $1,800 (1st months rent) + $2,300 (security deposit)- Tenants share all utility bills by headcount, except internet/cable- Shared Washer & Dryer in laundry areaIf interested, please respond with the following:- your name, phone number, and email- number of occupant(s)- short description of yourself & occupation- ideal move in dateWe are seeking person(s) who are respectful, responsible, quiet, clean, and easy to get along.Due to Covid-19, tours are by private appointment only. Please wear masks and maintain 6-feet apart from others when viewing this unit. We will respond to you as soon as possible.Thank you for your interest!    ",https://sfbay.craigslist.org/sfc/apa/d/daly-city-bright-updated-1bedroom/7331492489.html
2062,2021-06-03 20:21:00,Downtown / Civic / Van Ness,1495,0,1.0,,apartment,laundry in bldg,no parking,no,no,no,"Bright, Elegant Corner Studio - Near Union Square","This cozy corner apartment in downtown San Francisco has views both north and west, with lots of light through decorative swing out windows. It has beautiful hardwood floors and is freshly painted.  The kitchen was recently renovated adding new cabinets with countertop lighting, subway tile, and a granite countertop. It has a gas stove.The apartment has two closets - one is a spacious walk-in closet with extra storage space.  The other, a large coat closet in the very long entry way.The rent includes all utilities - steam heat, garbage, water, and PG&E.This rent controlled building has been in the same family for over 80 years and is immaculate and well maintained. It has two old fashioned elevators, recently updated: new front loading washers and dryers in the basement: a video security system: and on-site management and janitorial staff.535 Geary is two blocks from Union Square, in the heart of San Francisco's thriving theatre, art, and shopping district.  It is within walking distance to the financial district.  Eliminate your commute!Move-in requires first month's rent and a security deposit.Call Joe to see:   show contact infoSorry no pets.    ",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bright-elegant-corner/7331492266.html
2064,2021-06-03 20:20:00,SOMA / South Beach,1980,0,1.0,350.0,apartment,laundry in bldg,street parking,no,no,no,**NEWLY REMODELED STUDIO with Great Floor Plan!**,"Completely Renovated Unit!  New Floors, Bathroom, Kitchen that are located off your hallway.   Opens up to a spacious bedroom area with large closet and bay windows. Includes a storage unit. Laundry in Building!Located in the heart of SOMA a half block from Trader Joes, Costco, Bed Bath and Beyond and MORE.CALL TO SCHEDULE A SHOWING APPOINTMENT TODAY!",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-newly-remodeled-studio/7319599790.html
2065,2021-06-03 20:17:00,SOMA / South Beach,5636,2,2.0,934.0,apartment,w/d in unit,valet parking,yes,yes,no,"Modern 2 bed w/ Italian cabinetry, Hardwood plank flooring & more!","33 Tehama 33 Tehama, San Francisco, CA, 94105Want more info on this unit? See the link (below):http://cl.greystar.com/899136 Call Now:  show contact info x 8OR Text 8 to  show contact info to contact us.All Of San Francisco. In One Address. This is a 2 Bedroom, 2 Bath, approximately 934 Sq. Ft.  33 Tehama is an iconic new residence in the heart of SoMa in San Francisco. With one-bedroom, two-bedroom, and penthouse apartments, it brings truly cosmopolitan living, sophisticated design, and unrivaled amenities to one of the most connected, walkable, and cultured locations in the city, and beyond. At this time our team is available to schedule a self-guided on-site tour after a personalized virtual tour has been taken. Please call us for more information!This unit is a rental unit subject to the San Francisco Rent Ordinance, which limits evictions without just cause, and which states that any waiver by a tenant of their rights under the Rent Ordinance is void as contrary to public policy. Features - Floor-to-ceiling windows  - Expansive bay views*  - Plush bedroom carpeting  - Washer and dryer by Electrolux  - Hardwood plank flooring  - Artistic bespoke lighting*  - Intimate fireplace*  - Quartz slab countertops  - Italian cabinetry in gloss white  - Faucets and fixtures by Hansgrohe  - Smart home features  - Marble and exotic wood*  - Gas range by Fisher Paykel  - Air conditioning  - Integrated refrigerator by Blomberg  - Panoramic view terrace*  - Built-in roller shades  - Integrated dishwasher by Blomberg  - Keyless entry  - Outdoor dining patio* Community Amenities - Private dining and media dens*  - Group fitness, yoga and spin studio*  - Cozy fire pits*  - Club-level gym with on-demand workouts*  - The Hub – Amazon package locker system  - Chef's kitchen and bar*  - Solarium with entertainment area*  - No Smoking  - Onsite concierge services  - Wellness lounge and terrace*  - Gigabit Ethernet and WiFi  - Pet Spa  - Hello Alfred services  - Skyline bocce court*  - Valet parking  - Tech café*  - Nordic-inspired sauna and steam rooms*  - Open-air hot tub*  - Private grilling areas*  - Outdoor fitness area*  - Resident library* *Available on some levels Office Hours Monday-Sunday:9:00AM-6:00PMEqual Housing Opportunity This unit is a rental unit subject to the San Francisco Rent Ordinance, which limits evictions without just cause, and which states that any waiver by a tenant of their rights under the Rent Ordinance is void as contrary to public policy. h9rczCXmmF0P ",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-modern-bed-italian/7331486369.html
2066,2021-06-03 20:17:00,Inner Sunset / UCSF,5750,5,2.5,,house,laundry on site,street parking,no,no,no,Top Floor Remodeled 4br-can be used as(5) bedrooms,"One year brand new remodeled upper floor located on sunset/ lower highs. 4bedrooms plus living room can be used as additional bedroom (5br), 2 and half baths. Conveniently located in Inner sunset, walk about 20mins to UCSF, one block to bus28 for 15 mins to SFSU, three blocks to N line for 30 minutes to finical district. The utilities will be split with the whole household, currently about $50 each month ( that includes the water, PG&E and garbage  )One year lease preferred. Tenants pay all utilities.  Rent:$5750per month No pet and non- smokers please.Contact:text/ email. No call    ",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-top-floor-remodeled-4br/7320940330.html
2067,2021-06-03 20:16:00,Lower Pac Hts,3795,2,1.0,,apartment,laundry in bldg,attached garage,no,no,no,"2 Bed/1 Bath, Top Floor, H/W, D/W, One free parking spot!!!!!!!!!!!!!","LOWER PACIFIC HEIGHTS2467 SUTTER STREET, SAN FRANCISCO, CALIFORNIA 94115Remodeled well-lighted 2 bed/1 bath apt. on the top floor.New re-varnished hardwood flooring.Living room/dining area.Large bay windows w/drapes.Bathroom has a skylight.Kitchen has ample cabinet/counter space and a dishwasher.Non-smoking unit.Coin-operated laundry facilities.One free parking spot(for a compact vehicle only) w/remote. $0 pay.Backyard.Water and garbage paid.One-year lease.No Pets.Centrally located.Good transportation.Conveniently located. Walking distance at restaurants. Near Japan Town, Fillmore, Laurel Village, Kaiser, UCSF, Trader Joe's, and public transportation. Walking distance at City Center Target.To schedule an appointment to look at the apartment, call  show contact info.    ",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bed-bath-top-floor-w-w/7329236729.html
2068,2021-06-03 20:14:00,USF / Panhandle,3800,3,1.0,,flat,laundry on site,street parking,no,no,no,Prime Lone Mountain Location 3 BR,"Please call for appointmentFreshly painted interiorExcellent location in Lone Mountain / USFQuiet three bedroomsKitchen granite counters with gas stove, garbage disposal, dishwasher and refrigeratorLiving room with fireplace and one bathCentral heating  and hardwood floorsOnsite coin-operated laundry availableNo smoking pleaseOne year lease required plus security deposit and application feeWalk to USF / transportation / shopping / Koret center / Laurel Village / Lower Pacific Heights / CPMCExpress bus 15 min to downtown San Francisco$3800 / month, utilities are not included.For viewing, please reply for appointment with your email or phone number",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-prime-lone-mountain/7331490742.html
2069,2021-06-03 20:11:00,Marina / Cow Hollow,2875,1,1.0,,apartment,laundry on site,street parking,no,no,yes,Beautiful and Bright 1 bedroom,"This beautiful and bright one bedroom unit is ideally located in the heart of one of the most desirable neighborhoods in the City -- the Marina. Chestnut Street, The Presidio, Marina Green, Crissy Field and Fort Mason are all within walking distance of this well maintained 1920's building.The apartment features include:*New quartz kitchen counters*Hardwood floors*Full size refrigerator and gas range*Hallway entry with large linen closet and two walk-in closets*Electrical upgrades throughout*Large vanity and medicine cabinet in the bathroom*Deep tub and overhead shower*Bathroom window for natural light and ventilation*Entire unit has been newly painted in soft tones*Steam heat, water and garbage included in monthly rent*Gated entryway*Laundry room on site with Pay App*Bicycle storage, if desired*Parking available: $250/standardMonthly rent: $2875.00Security deposit: 1.5 x  monthly rentNo smoking buildingNo pets in compliance with ADA regulationsPLEASE CONTACT RESIDENT MANAGER VIA EMAIL (FASTEST RESPONSE) IF YOU HAVE ANY QUESTIONS OR WISH TO SCHEDULE AN APPOINTMENT.**** PLEASE NOTE: ALL VISITORS MUST WEAR FACE MASKS, AND PRACTICE SOCIAL DISTANCING. ****Equity One is proud to do business in accordance with the Federal Fair Housing Rules and RegulationsDRE #00966761",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-beautiful-and-bright/7326140813.html
2070,2021-06-03 20:11:00,Noe Valley,1995,1,1.0,,apartment,laundry in bldg,street parking,no,no,no,"1 bedroom,1 bath, Dolores street","1 bedroom, 1 bathroom apartment at Dolores and 16th street. Modern, clean, carpet.Second floor end unit. Good for one person or couple. Building has laundry room. Water and garbage included.Sorry no pets. Inquire about parking.  New condition. 1 year lease. Available Now. I can send you an application if you send me your e mail address.Text for appointment. Ask about rent credits. Deposit 2500.00. Please contact Mike by text at  show contact infoText  show contact info                                           text for appt.   259 Dolores St.Serious applicants bring:1. 25.00 per person credit report fee non-refundable2. credit application. I have for you to fill out. I can e mail to you.3. check for deposit 2500.00 CALL FOR APPOINTMENT    ",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bedroom1-bath-dolores/7329814860.html
2071,2021-06-03 20:11:00,Alamo Square / Nopa,2950,2,1.0,,apartment,laundry in bldg,no parking,no,no,no,1970 Eddy St.  2 bedroom 1 bath,"1970 Eddy Street is a Multi-Family, located in the Northeast section of Nopa s Anza Vista neighborhood in Zip Code 94115.   Remodeled in 2018, this unfurnished San Francisco gem features a foyer off the Eddy street entrance,  and access to a backyard perfect for outdoor entertaining.  This unit has beautiful refinished hardwood floors throughout.  There is a brand new, well laid out open kitchen that has ample natural light, lots of cupboard space, a stainless steel refrigerator, gas stove, and a large basin sink. The bathroom has a bathtub/shower.There is one large bedroom with  storage shelves, and space perfect for a small office desk set-up.  The second medium size bedroom has a large closet with mirror doors.Water, sewer, and trash service is included.  Conveniently located near shopping, restaurants, nightlife, and other services, including:1.       Grocery stores: Safeway & Whole foods less than 8 minutes by car2.       Shopping: Target (10 minute walk, 3 minutes by car)3.       Restaurants:  several great choices within the 10 minute walk from Eddy to Divisadero St.4.       Hospitals:  Kaiser Permanente and UCSF5.       Schools:   Jewish Community High school, The Discovery Center School, Gateway High School.6.       Recreation nearby:  Golden Gate Park, The Presidio REQUIRED TO RENT:1. Credit Report and fee ($25)2. Security Deposit $3500.3. Email application completed.SHOWING  BY APPOINTMENT:Please text Mike at  show contact info to schedule a tour.    ",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-1970-eddy-st-bedroom-bath/7329815030.html
2072,2021-06-03 20:11:00,Marina / Cow Hollow,2050,0,1.0,,apartment,laundry in bldg,off-street parking,no,no,no,Spacious Sunny Studio in the Heart of the Marina,"This well appointed Marina studio with a walk score of 95 is located just two blocks from the shops and restaurants of Chestnut Street and a short walk to the Marina Green, Crissy Field, Fort Mason and the Presidio.The apartment features include:*Large living/sleeping Area*Built in Bookshelves*Southern exposure with loads of natural sunlight*Full size gas range and refrigerator*Separate dining area with room for a table and four chairs*Hardwood floors*Hallway entry with large linen closet and even larger walk-in closet 7x7ft*Electrical upgrades throughout*Deep tub and overhead shower*Bathroom window for natural light and ventilation*The entire unit has been newly painted in soft tones*Steam heat, water and garbage included in monthly rent*Gated entryway*Laundry room on site with Pay App*Friendly on-site management*Bicycle storage, if desired*Parking available -- $250/standardMonthly rent: $2050.00Security deposit: 1.5 x monthly rentRequires excellent landlord history, credit history with verifiable source of incomeOne Year Rental Agreement, month to month thereafterNo smoking buildingNo pets in compliance with ADA regulationsFor further information or to schedule a showing, please REPLY VIA THE LINK ABOVE with a few DATES and TIMES WHEN YOU ARE AVAILABLE to view the apartment.**** PLEASE NOTE: ALL VISITORS MUST WEAR FACE MASKS, AND PRACTICE SOCIAL DISTANCING. ****Equity One is proud to do business in accordance with the Federal Fair Housing RequirementsDRE #00966761Equity One believes all information contained herein to be true and correct but assumes no legal responsibility for accuracy, errors or omissions.",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-spacious-sunny-studio-in/7326682737.html
2073,2021-06-03 20:11:00,Noe Valley,2695,2,1.0,,apartment,laundry in bldg,off-street parking,no,no,no,2 bedroom Dolores street,"2 bedroom, 1 bathroom apartment at Dolores and 16th street. Modern, clean, hardwood. First floor unit. Good for two people. Building has laundry room. Water and garbage included.Sorry no pets. Inquire about parking fee. New condition. 1 year lease. Available now. I can send you an application if you send me your e mail address.Text for appointment. Ask about rent credits. Deposit 2900.00. Please contact Mike by text at  show contact infoText  show contact info                                           text for appt.   259 Dolores St.Serious applicants bring:1. 25.00 per person credit report fee non-refundable2. credit application. I have for you to fill out. I can e mail to you.3. check for deposit 2900.00 CALL FOR APPOINTMENT    ",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-bedroom-dolores-street/7329815172.html
2074,2021-06-03 20:11:00,Excelsior / Outer Mission,2295,1,1.0,650.0,apartment,no laundry on site,street parking,no,no,no,outer Mission 1 bedroom apt. 1 Lowell st.,1 bedroom light and airy. Great location. Plenty of transportation. quiet. clean. 2295.00. 2500.00 security deposit. 20.00 per person credit report fee. viewing by appointment. text me at  show contact info.Section 8 welcome. Ask about rent credits.    ,https://sfbay.craigslist.org/sfc/apa/d/san-francisco-outer-mission-bedroom-apt/7329815586.html
2075,2021-06-03 20:11:00,Marina / Cow Hollow,3200,2,1.0,,apartment,laundry in bldg,street parking,no,no,no,Open Sat@Noon Top Floor Real Two Bed w/ Living Room Separate Kitchen,"1506 Lombard Apt 3Open Saturday at Noon on 6/5/21To see in person at time other than an open house please read to bottom for full instructions.Sign in sheet for covid, face coverings, and social distancing required at open house.Video Link: https://youtu.be/TPMojBJ8j6sTwo Good BedroomsLiving Room Big!Separate Kitchen with dishwasher!Tile Bathroom with Shower over TubTwo big hallway closetsIt is TOP FLOOR and Bright!Real Two bedroom, not a pushing a one bedroom as a two bedroomHardwood Floors - SkylightIntercom Entry - Lobby Entrance buildingContact Jack Murray  show contact info No texts please. No calls before 11am or after 7pm - email anytime and it is preferred. (To email; it is the reply button up and to the left)Caldre#01298765Important:All viewings to be performed under best practices. Covid sign in sheet at property is required as well as face covering and social distancing.When you send in the request for a viewing please include:1. Full names and email addresses (typed out in body of message) of people intending to view.2. Desired lease start date3. Potential times to view. (please allow sufficient time to allow for scheduling)4. Your Telephone number5. The address of this unit (I have other apartments listed)***Please be aware, I am a human being and not a robot - Most likely, the appointment will need to be scheduled a day or so out as my schedule fills up. Please do as much research as you can prior to contacting me, to make sure the rental is a good fit for the efficiency of all. Thank you for understanding and I will help get you to the right home. ***Thanks for your understanding. Let's all stay safe. :-)    ",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-open-satnoon-top-floor/7331489628.html
2076,2021-06-03 20:11:00,Marina / Cow Hollow,2395,1,1.0,450.0,apartment,laundry in bldg,attached garage,no,no,no,Huge Remodeled Top Floor Studio,"no smoking attached garage rent period: yearly Beautiful and spacious newly remodeled studio apartment located in the heart of the Marina. Top floor Unit has a breakfast nook/dining room, brand new kitchen w/ grand counters, large windows providing natural light, high ceilings, crown moldings, hardwood floors, on-site laundry, and two closets. One closet is large enough to be used as a small office. Roof top with 360 degree view to city and Golden Gate BridgeTop floor unit in very quiet building w/ professional tenants and one block from the Palace of Fine Arts and Marina Greens, 4 blocks from shopping on Chestnut, and half a block from MuniParking available $200.No pets and no smoking. Available May- 15-2021Contact Mike at  show contact info to set up appointment. (Do not email)    ",https://sfbay.craigslist.org/sfc/apa/d/san-jose-huge-remodeled-top-floor-studio/7318957480.html
2077,2021-06-03 20:11:00,Alamo Square / Nopa,5895,4,2.0,1400.0,townhouse,w/d in unit,no parking,no,no,no,1970 Eddy St. 4 bedroom 2 bath,"1970 Eddy Street is a Multi-Family Townhouse, located in the Northeast section of Nopa s Anza Vista neighborhood in Zip Code 94115.   Remodeled in 2018, this unfurnished San Francisco gem features a foyer off the Eddy street entrance,  and access to a backyard perfect for outdoor entertaining.  This unit has beautiful refinished hardwood floors throughout.  There is a brand new, well laid out open kitchen that has ample natural light, lots of cupboard space, a stainless steel refrigerator, gas stove, and a large basin sink. The bathroom has a bathtub/shower.There is four large bedroom and two bath townhouse. Sewer and trash service is included.  Conveniently located near shopping, restaurants, nightlife, and other services, including:1.       Grocery stores: Safeway & Whole foods less than 8 minutes by car2.       Shopping: Target (10 minute walk, 3 minutes by car)3.       Restaurants:  several great choices within the 10 minute walk from Eddy to Divisadero St.4.       Hospitals:  Kaiser Permanente and UCSF5.       Schools:   Jewish Community High school, The Discovery Center School, Gateway High School.6.       Recreation nearby:  Golden Gate Park, The Presidio REQUIRED TO RENT:1. Credit Report and fee ($25)2. Security Deposit $6500.003. Email application completed.SHOWING  BY APPOINTMENT: 9-6 DaileyPlease text Mike at  show contact info to schedule a tour. Ask about rent credits.    ",https://sfbay.craigslist.org/sfc/apa/d/san-francisco-1970-eddy-st-bedroom-bath/7329817882.html
2078,2021-06-03 20:10:00,Marina / Cow Hollow,2395,0,1.0,500.0,apartment,laundry in bldg,off-street parking,no,no,no,Huge Top Floor Corner Unit Studio,"Beautiful and spacious newly remodeled studio apartment located in the heart of the Marina. This is a corner unit located on the Second Floor Unit is extremely large w/ small breakfast nook, brand new kitchen w/ granite counters, large windows providing natural light, high ceilings, crown moldings, hardwood floors, on-site laundry, and three closets. One closet is large enough to be used as a small office.This quiet building w/ professional tenants is one block from the Palace of Fine Arts and Marina Greens, 4 blocks from shopping on Chestnut, and half a block from MuniNo pets and no parking available at $200. MoreContact Mike at  show contact info to set up appointment. (Do not email)",https://sfbay.craigslist.org/sfc/apa/d/huge-top-floor-corner-unit-studio/7328604083.html
